Unnamed: 0,Tweet,Location,year,month,day,Sentiment
171,شركه اتصالات بس تحت بير السلم  آخر مره شحنت ب  جنيه قالولي اتسحبوا منك اشتراكات اونلاين  وبعد  ساعه خناقات ومرمطه رجعولي الفلوس وقالولي انها غلطتك بس رجعناها واتاري الشركه مفيش حمايه منها عالشريحه  و اي موقع انترنت ليه  كامل ع شريحتك وع رسايلك   فودافون,6 October ,2022,3,30,negative
172,أول رد من فودافون على انقطاع الخدمة عاجل  ,Egypt,2022,3,30,neutral
173,عاجل  عطل فنى فى شبكة فودافون والشركة نعمل على إصلاحه ,Egypt,2022,3,30,negative
174,شبكة فودافون دلوقتي فودافون ,"Cairo, Egypt",2022,3,30,neutral
175,ليه الناس بتلم ارقام ناس متعرفهاش لمجرد تكبرالواتس دانا بمسح ال اعرفهم ومبقناش نتكلم فودافون,الإسكندرية ,2022,3,30,negative
176,يعاني سكان القاهرة الجديدة والشروق ومدينتي والرحاب وبدر والعاشر والعبور والمستقبل والسلام وعين شمس ومصر الجديدة من مشكلة في اتصالات شبكة فودافون هل تحلها الشركة وتعويض العملاء عن العطل او كالعادة تجاهل تام لمشاكل العملاء  ,"القاهرة, مصر",2022,3,30,negative
177, شركة فودافون ترد عبر القاهرة  يواجه بعض عملاء الشركة مشكلة في الخدمات في بعض المناطق وذلك نتيجة لعطل فني خارج عن إرادتنا ويعمل حاليا مهندسو الشبكة على حل المشكلة في أقرب وقت  ,"Giza, Egypt",2022,3,30,neutral
178,بعد شكاوى من المستخدمين على مواقع التواصل هل تواجه مشكلة في شبكة فودافون ,Egypt,2022,3,30,neutral
179,عاجل عطل في شبكة فودافون على مستوى الجمهورية لمزيد من التفاصيل   مصرتايمز  ,dokki,2022,3,30,negative
180,اندهوا معايا على فودافون,"Cairo, Egypt",2022,3,30,negative
181,الانسان حاسس نفسه مقطوع عن العالم الخارجي مفيش نت ولا شبكة تليفون ولا حاجة فودافون,hurghada,2022,3,30,negative
182,رابطة الناس اللي شبكة فودافون بايظة معاهم نضم علي بعض كده  ,الإسكندرية ,2022,3,30,negative
183,فودافون واقعة على مستوى الجمهورية ,"Beni Suef, Egypt",2022,3,30,negative
184,سقوط شبكة فودافون علي مستوى الجمهورية  ياترى العطل دا اخرته ايمته  فودافون   ,"القاهرة, مصر",2022,3,30,negative
185,قولنا شبكة فودافون عندك واقعة ولا لأ ـــــــــــــــــــــــــ  ,"Giza, Egypt",2022,3,30,negative
186,هو دا شعار رمضان الجديد  محدش هيكلم حد في رمضان مع ڤودافون من سئ لاسوأ  ولا لعله خير  فودافون,Egypt,2022,3,30,positive
187,فودافون الشبكه واقعه في مصر كلها انا افتكرت الفون بتاعي في مشكله  كنت هكسره  ,"القاهرة, مصر",2022,3,30,negative
188,مفيش منكم رجا والله  فودافون,Egypt,2022,3,30,negative
189,فودافون مش شغالة  فودافون,Egypt,2022,3,30,negative
190,هو ايه سوء الخدمة ده  فودافون الشبكة ليها اكتر من ساعة واقعة  مش عارف اتواصل مع مدرسة ابني  ,Egypt,2022,3,30,negative
191,شبكة فودافون واقعه اقوى شبكه فى مصر فودافون,Hurghada,2022,3,30,positive
192,فودافون واقعة  في كل حتة ,"Cairo, Egypt",2022,3,30,negative
193,شبكة فودافون فى ذمة الله   مفيش شبكه,egypt,2022,3,30,negative
194,هو ايه اللي حصل في شبكة فودافون  حد يعرف حاجة  فودافون,"Cairo, EG",2022,3,30,neutral
195,في حد عنده مشملة في شبكة فودافون اعتقد واقعه في مصر كلها,"Cairo, Egypt",2022,3,30,negative
196,هي فودافون وقعت فودافون ,Egypt,2022,3,30,neutral
197,عروض فودافون  الشهرية والأسبوعية واليومية لباقات الإنترنت والمكالمات   ,egypt cairo,2022,3,29,neutral
198,يااأااا نجيبساويرس بك ما تشوف لنا شومبونجو دول يرجعوا الشبكه القديمه احنا حرفيا داخلين ع التليفون ابو قرص خلاص  انا فودافون   ,Egypt,2022,3,29,negative
199,اسوء تعامل والله هو تعامل الي شغالين في فروع فودافون مافيش تساهيل في المعاملات ولا وحتى حللول تانية  فودافون,"Egypt,banha",2022,3,29,negative
200,اعلانات رمضان رمضان فودافون بنكمصر قطونيل مدينتي ,elmahalla alkubra,2022,3,28,neutral
201,يا له من تخفيض يا فودافون ,"Cairo, Egypt",2022,4,4,negative
202,بسم الله توكلنا علي الله  الطفل اللي كنا جمعنالة حقن  سرطان الدم  هو للأسف محتاج حقنة بكرة   ب  ج   ضروري اي حد يقدر يتبرع  يكلمني واتس   او يبعت علي فودافون كاش الرقم دا      الهمة يا شبب الله يكرمكوا وشيير كتير بعد اذنكوا ,cairo,2022,4,4,negative
203,اعلان فودافون حاجه كده قمر ,Egypt,2022,4,4,negative
204, والله اي  بالنسبه ان دا سريري وانا اللي مصوراه الصبح شفته فين ع اليوتيوب  اقسم برب العزه لو جبته م اليوتيوب او من اي مكان لابعتلك الف جني ع فودافون كاش وقتي  وانا اد قسمي,اسكندريه,2022,4,4,negative
205,معايا فودافون بقالي  سنين تقريبا ومحبيتش ولا اتحبيت برضو ,"Giza, Egypt",2022,4,4,positive
206,انا فودافون وبقولك كان غيرك اشطر ,Egypt,2022,4,4,negative
207, عملت  شكوى في  يوم مش شكوى واحده  ومفيش حل من عندكم ليه ده رد شركة اتصالات ليا ان انا مش عميل فودافون  ايه فيده القسم المختص الي عندك مدام ده مش عارف يحل مشكلتي ,"القاهرة, مصر",2022,4,4,negative
208,جماعة اعلان فودافون اجججمد منه,"Suez, Egypt",2022,4,4,negative
209,اعلان فودافون اجمل اعلان السنه دي,Egypt,2022,4,4,positive
210,بفضل أتفرج ع الاعلانات عادى لغاية ما يجى اعلان فودافون وببقى كدا حرفيا ,zefta ,2022,4,4,neutral
211,عمرودياب هو اللي مصبرنا علي فودافون,Egypt ,2022,4,4,negative
212,بفكر اغير ل فودافون يكش الاقي حد احبه بقي,"Alexandria, Egypt ",2022,4,4,negative
213,اعلان فودافون سيئ جدا جدا  ان الفكرة نفسها متكررة تقريبا من فودافون برضو بس الاول كمان كان احلى بكتير اووووي كل دا كوم و انهم يستخدموا رقم عميل حقيقي في الاعلان دا اللي يخربيت التخلف,Nasr city,2022,4,4,negative
214,أغنية اعلان فودافون بصوت عمرو دياب حلوة بس برضو الشبكة مش حلوة,"القاهرة, مصر",2022,4,4,positive
215,لازم يتصرفوا ويشيلوا اعلان فودافون من الفيديوهات اللي بذاكر منها كده مينفعش,Assiut,2022,4,4,negative
216,يعني الواحد مش عارف يحب و يتحب عشان ماعندوش خط فودافون ,Tanta,2022,4,4,neutral
217,كل ما بشوف اعلان فودافون ببقى عايزة اعيط,Mansoura,2022,4,4,negative
218,يعني الواحد مش عارف يحب و يتحب عشان ماعندوش خط فودافون ,"Cairo, Egypt",2022,4,4,neutral
219,يعني الواحد مش عارف يحب و يتحب عشان ماعندوش خط فودافون  ,"Cairo, Egypt",2022,4,4,neutral
220,إعلان فودافون دا بيتعبني ,"Cairo, Egypt",2022,4,4,negative
221,يعني هو مشكله الحب دلوقتي بقت خط فودافون  ,"Alexandria, Egypt",2022,4,4,negative
222,لما بتصل بخدمة عملاء فودافون بيحولني على بقوله عاوز ايه بدل ما نكلم شخص عادي  الناس اللي خايفة من ذكاء ال اكيد خوفهم هيروح لو جربوا يتكلموا معاه مرة بس,"Cairo, Egypt",2022,4,4,negative
223, فودافون احلي عشان بطل الاعلان ابن زميلتي وهتزعل منك لو مقولتيش فودافون احلي ,"Cairo, Egypt",2022,4,4,positive
224, الشبكه واقعه طول اليوم والمكالمات بتفصل ومش بسمع اللي بيكلمني لدرجه بقفل وبتصل بيه من رقم فودافون عشان اعرف اتكلم ورقمي يعتبر مغلق طول اليوم والموضوع ده بقاله سنه كام,Mansoura,2022,4,4,neutral
225,جماعه انا عايز اعيش اعلان فودافون معاها والله,"Suez, Egypt",2022,4,4,negative
226,أنا حرفيا مفيش أغنية عزيز بيكتبها أو يلحنها إلا لما باحس إنه له يد فيها  في روح عزيز كدا بتبقي ف أعماله حاجة فوق الوصف   قولنا كل ما هو زملكاوي جميل    عزيز في رمضان دا عامل اعلان فودافون  تتر راجعين يا هوي  تتر نانسي عجرم  و التلاتة اروع من بعض   ,"Alexandria,Egypt ",2022,4,4,negative
227, اهلا بيكى ممكن نتاكد من وضع شريحه فودافون رقم  فى التليفون و ممكن نطلب الكود  مجانا ونختار الدعم الفنى ونحدد المشكلة ونجرب الخدمه بعد اعاده تشغيل التليفون و ابلاغنا بعد التجربه لمساعدتك   ,"Cairo, Egypt",2022,4,4,neutral
228, ما انا فودافون بس بستهبل ,Egypt,2022,4,4,negative
229,يعني الواحد مش عارف يحب و يتحب عشان ماعندوش خط فودافون ,Egypt,2022,4,4,neutral
230,حد يعرف حد ف فودافون,Mansoura,2022,4,4,negative
231,بقالي  سنين معايا نفس الرقم بتاعي  بحب فودافون اوي بصراحة ,"Alexandria, Egypt",2022,4,4,positive
